id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kode_kecamatan,nama_kecamatan,kategori,data,satuan,semester,jumlah,tahun
386,15,JAMBI,1503,SAROLANGUN,150308,BATHIN VIII,PEREKAMAN KTP,WAJIB KTP,JIWA,1,14574,2022
387,15,JAMBI,1503,SAROLANGUN,150310,CERMIN NAN GEDANG,PEREKAMAN KTP,WAJIB KTP,JIWA,1,9037,2022
388,15,JAMBI,1503,SAROLANGUN,150302,LIMUN,PEREKAMAN KTP,WAJIB KTP,JIWA,1,12442,2022
389,15,JAMBI,1503,SAROLANGUN,150306,MANDIANGIN,PEREKAMAN KTP,WAJIB KTP,JIWA,1,16284,2022
390,15,JAMBI,1503,SAROLANGUN,15030,MANDIANGIN TIMUR,PEREKAMAN KTP,WAJIB KTP,JIWA,1,9173,2022
391,15,JAMBI,1503,SAROLANGUN,150304,PAUH,PEREKAMAN KTP,WAJIB KTP,JIWA,1,16614,2022
392,15,JAMBI,1503,SAROLANGUN,150305,PELAWAN,PEREKAMAN KTP,WAJIB KTP,JIWA,1,23941,2022
393,15,JAMBI,1503,SAROLANGUN,150303,SAROLANGUN,PEREKAMAN KTP,WAJIB KTP,JIWA,1,38911,2022
394,15,JAMBI,1503,SAROLANGUN,150309,SINGKUT,PEREKAMAN KTP,WAJIB KTP,JIWA,1,28450,2022
395,15,JAMBI,1506,TANJUNG JABUNG BARAT,150607,BATANG ASAM,PEREKAMAN KTP,WAJIB KTP,JIWA,1,22547,2022
396,15,JAMBI,1506,TANJUNG JABUNG BARAT,150604,BETARA,PEREKAMAN KTP,WAJIB KTP,JIWA,1,21029,2022
397,15,JAMBI,1506,TANJUNG JABUNG BARAT,150611,BRAM ITAM,PEREKAMAN KTP,WAJIB KTP,JIWA,1,13749,2022
398,15,JAMBI,1506,TANJUNG JABUNG BARAT,150612,KUALA BETARA,PEREKAMAN KTP,WAJIB KTP,JIWA,1,10083,2022
399,15,JAMBI,1506,TANJUNG JABUNG BARAT,150605,MERLUNG,PEREKAMAN KTP,WAJIB KTP,JIWA,1,11323,2022
400,15,JAMBI,1506,TANJUNG JABUNG BARAT,150609,MUARA PAPALIK,PEREKAMAN KTP,WAJIB KTP,JIWA,1,7346,2022
401,15,JAMBI,1506,TANJUNG JABUNG BARAT,150603,PENGABUAN,PEREKAMAN KTP,WAJIB KTP,JIWA,1,19381,2022
402,15,JAMBI,1506,TANJUNG JABUNG BARAT,150608,RENAH MENDALUH,PEREKAMAN KTP,WAJIB KTP,JIWA,1,10775,2022
403,15,JAMBI,1506,TANJUNG JABUNG BARAT,150610,SEBERANG KOTA,PEREKAMAN KTP,WAJIB KTP,JIWA,1,6762,2022
404,15,JAMBI,1506,TANJUNG JABUNG BARAT,150613,SENYERANG,PEREKAMAN KTP,WAJIB KTP,JIWA,1,18536,2022
405,15,JAMBI,1506,TANJUNG JABUNG BARAT,150606,TEBING TINGGI,PEREKAMAN KTP,WAJIB KTP,JIWA,1,24606,2022
406,15,JAMBI,1506,TANJUNG JABUNG BARAT,150602,TUNGKAL ILIR,PEREKAMAN KTP,WAJIB KTP,JIWA,1,53289,2022
