id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;data_pokok;satuan;tahun_ajaran;status;bidang_pendidikan;jumlah
220;15;JAMBI;1502;150210;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SLB;0
221;15;JAMBI;1503;150301;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;TK;332
222;15;JAMBI;1503;150301;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;KB;781
223;15;JAMBI;1503;150301;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;TPA;9
224;15;JAMBI;1503;150301;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SPS;7
225;15;JAMBI;1503;150301;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;PKBM;99
226;15;JAMBI;1503;150301;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SKB;0
227;15;JAMBI;1503;150301;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SD;1.364
228;15;JAMBI;1503;150301;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMP;277
229;15;JAMBI;1503;150301;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMA;86
230;15;JAMBI;1503;150301;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMK;54
231;15;JAMBI;1503;150301;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SLB;0
232;15;JAMBI;1503;150301;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;TK;328
233;15;JAMBI;1503;150301;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;KB;685
234;15;JAMBI;1503;150301;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;TPA;8
235;15;JAMBI;1503;150301;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SPS;13
236;15;JAMBI;1503;150301;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;PKBM;90
237;15;JAMBI;1503;150301;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SKB;0
238;15;JAMBI;1503;150301;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SD;1.219
239;15;JAMBI;1503;150301;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMP;314
240;15;JAMBI;1503;150301;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMA;106
241;15;JAMBI;1503;150301;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMK;75
242;15;JAMBI;1503;150301;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SLB;0
243;15;JAMBI;1506;150607;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;TK;299
244;15;JAMBI;1506;150607;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;KB;119
245;15;JAMBI;1506;150607;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;TPA;53
246;15;JAMBI;1506;150607;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SPS;0
247;15;JAMBI;1506;150607;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;PKBM;52
248;15;JAMBI;1506;150607;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SKB;0
249;15;JAMBI;1506;150607;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SD;2.614
250;15;JAMBI;1506;150607;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMP;815
251;15;JAMBI;1506;150607;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMA;324
252;15;JAMBI;1506;150607;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMK;94
253;15;JAMBI;1506;150607;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SLB;0
254;15;JAMBI;1506;150607;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;TK;297
255;15;JAMBI;1506;150607;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;KB;130
256;15;JAMBI;1506;150607;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;TPA;61
257;15;JAMBI;1506;150607;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SPS;0
258;15;JAMBI;1506;150607;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;PKBM;54
259;15;JAMBI;1506;150607;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SKB;0
260;15;JAMBI;1506;150607;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SD;2.312
