no;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kategori;data;semester;jumlah;satuan;tahun
204;15;JAMBI;1572;157208;AKTA LAHIR;BELUM MEMILIKI;1;234;JIWA;2022
205;15;JAMBI;1572;157201;AKTA LAHIR;BELUM MEMILIKI;1;210;JIWA;2022
206;15;JAMBI;1572;157204;AKTA LAHIR;BELUM MEMILIKI;1;211;JIWA;2022
207;15;JAMBI;1502;150202;AKTA LAHIR;BELUM MEMILIKI;1;1186;JIWA;2022
208;15;JAMBI;1502;150210;AKTA LAHIR;BELUM MEMILIKI;1;272;JIWA;2022
209;15;JAMBI;1502;150212;AKTA LAHIR;BELUM MEMILIKI;1;285;JIWA;2022
210;15;JAMBI;1502;150201;AKTA LAHIR;BELUM MEMILIKI;1;187;JIWA;2022
211;15;JAMBI;1502;150218;AKTA LAHIR;BELUM MEMILIKI;1;169;JIWA;2022
212;15;JAMBI;1502;150209;AKTA LAHIR;BELUM MEMILIKI;1;327;JIWA;2022
213;15;JAMBI;1502;150221;AKTA LAHIR;BELUM MEMILIKI;1;351;JIWA;2022
214;15;JAMBI;1502;150203;AKTA LAHIR;BELUM MEMILIKI;1;178;JIWA;2022
215;15;JAMBI;1502;150211;AKTA LAHIR;BELUM MEMILIKI;1;403;JIWA;2022
216;15;JAMBI;1502;150206;AKTA LAHIR;BELUM MEMILIKI;1;892;JIWA;2022
217;15;JAMBI;1502;150213;AKTA LAHIR;BELUM MEMILIKI;1;380;JIWA;2022
218;15;JAMBI;1502;150220;AKTA LAHIR;BELUM MEMILIKI;1;259;JIWA;2022
219;15;JAMBI;1502;150217;AKTA LAHIR;BELUM MEMILIKI;1;145;JIWA;2022
220;15;JAMBI;1502;150219;AKTA LAHIR;BELUM MEMILIKI;1;262;JIWA;2022
221;15;JAMBI;1502;150216;AKTA LAHIR;BELUM MEMILIKI;1;313;JIWA;2022
222;15;JAMBI;1502;150204;AKTA LAHIR;BELUM MEMILIKI;1;264;JIWA;2022
223;15;JAMBI;1502;150205;AKTA LAHIR;BELUM MEMILIKI;1;755;JIWA;2022
224;15;JAMBI;1502;150223;AKTA LAHIR;BELUM MEMILIKI;1;202;JIWA;2022
225;15;JAMBI;1502;150214;AKTA LAHIR;BELUM MEMILIKI;1;294;JIWA;2022
226;15;JAMBI;1502;150222;AKTA LAHIR;BELUM MEMILIKI;1;237;JIWA;2022
227;15;JAMBI;1502;150208;AKTA LAHIR;BELUM MEMILIKI;1;562;JIWA;2022
228;15;JAMBI;1502;150215;AKTA LAHIR;BELUM MEMILIKI;1;50;JIWA;2022
229;15;JAMBI;1502;150207;AKTA LAHIR;BELUM MEMILIKI;1;194;JIWA;2022
230;15;JAMBI;1502;150224;AKTA LAHIR;BELUM MEMILIKI;1;99;JIWA;2022
231;15;JAMBI;1505;150510;AKTA LAHIR;BELUM MEMILIKI;1;510;JIWA;2022
232;15;JAMBI;1505;150509;AKTA LAHIR;BELUM MEMILIKI;1;378;JIWA;2022
233;15;JAMBI;1505;150501;AKTA LAHIR;BELUM MEMILIKI;1;2355;JIWA;2022
234;15;JAMBI;1505;150503;AKTA LAHIR;BELUM MEMILIKI;1;1347;JIWA;2022
235;15;JAMBI;1505;150506;AKTA LAHIR;BELUM MEMILIKI;1;3182;JIWA;2022
236;15;JAMBI;1505;150504;AKTA LAHIR;BELUM MEMILIKI;1;945;JIWA;2022
237;15;JAMBI;1505;150505;AKTA LAHIR;BELUM MEMILIKI;1;1949;JIWA;2022
238;15;JAMBI;1505;150502;AKTA LAHIR;BELUM MEMILIKI;1;1907;JIWA;2022
239;15;JAMBI;1505;150507;AKTA LAHIR;BELUM MEMILIKI;1;818;JIWA;2022
240;15;JAMBI;1505;150508;AKTA LAHIR;BELUM MEMILIKI;1;3357;JIWA;2022
241;15;JAMBI;1505;150511;AKTA LAHIR;BELUM MEMILIKI;1;474;JIWA;2022
242;15;JAMBI;1503;150307;AKTA LAHIR;BELUM MEMILIKI;1;606;JIWA;2022
243;15;JAMBI;1503;150301;AKTA LAHIR;BELUM MEMILIKI;1;286;JIWA;2022
244;15;JAMBI;1503;150308;AKTA LAHIR;BELUM MEMILIKI;1;253;JIWA;2022
245;15;JAMBI;1503;150310;AKTA LAHIR;BELUM MEMILIKI;1;223;JIWA;2022
246;15;JAMBI;1503;150302;AKTA LAHIR;BELUM MEMILIKI;1;316;JIWA;2022
247;15;JAMBI;1503;150306;AKTA LAHIR;BELUM MEMILIKI;1;397;JIWA;2022
248;15;JAMBI;1503;15030;AKTA LAHIR;BELUM MEMILIKI;1;171;JIWA;2022
249;15;JAMBI;1503;150304;AKTA LAHIR;BELUM MEMILIKI;1;506;JIWA;2022
250;15;JAMBI;1503;150305;AKTA LAHIR;BELUM MEMILIKI;1;499;JIWA;2022
251;15;JAMBI;1503;150303;AKTA LAHIR;BELUM MEMILIKI;1;571;JIWA;2022
252;15;JAMBI;1503;150309;AKTA LAHIR;BELUM MEMILIKI;1;511;JIWA;2022
253;15;JAMBI;1506;150607;AKTA LAHIR;BELUM MEMILIKI;1;2509;JIWA;2022
254;15;JAMBI;1506;150604;AKTA LAHIR;BELUM MEMILIKI;1;930;JIWA;2022
255;15;JAMBI;1506;150611;AKTA LAHIR;BELUM MEMILIKI;1;385;JIWA;2022
256;15;JAMBI;1506;150612;AKTA LAHIR;BELUM MEMILIKI;1;309;JIWA;2022
257;15;JAMBI;1506;150605;AKTA LAHIR;BELUM MEMILIKI;1;681;JIWA;2022
258;15;JAMBI;1506;150609;AKTA LAHIR;BELUM MEMILIKI;1;506;JIWA;2022
259;15;JAMBI;1506;150603;AKTA LAHIR;BELUM MEMILIKI;1;689;JIWA;2022
260;15;JAMBI;1506;150608;AKTA LAHIR;BELUM MEMILIKI;1;920;JIWA;2022
261;15;JAMBI;1506;150610;AKTA LAHIR;BELUM MEMILIKI;1;244;JIWA;2022
262;15;JAMBI;1506;150613;AKTA LAHIR;BELUM MEMILIKI;1;699;JIWA;2022
263;15;JAMBI;1506;150606;AKTA LAHIR;BELUM MEMILIKI;1;1321;JIWA;2022
264;15;JAMBI;1506;150602;AKTA LAHIR;BELUM MEMILIKI;1;1423;JIWA;2022
265;15;JAMBI;1506;150601;AKTA LAHIR;BELUM MEMILIKI;1;680;JIWA;2022
266;15;JAMBI;1507;150711;AKTA LAHIR;BELUM MEMILIKI;1;64;JIWA;2022
267;15;JAMBI;1507;150706;AKTA LAHIR;BELUM MEMILIKI;1;49;JIWA;2022
268;15;JAMBI;1507;150710;AKTA LAHIR;BELUM MEMILIKI;1;142;JIWA;2022
269;15;JAMBI;1507;150708;AKTA LAHIR;BELUM MEMILIKI;1;117;JIWA;2022
270;15;JAMBI;1507;150703;AKTA LAHIR;BELUM MEMILIKI;1;182;JIWA;2022
271;15;JAMBI;1507;150709;AKTA LAHIR;BELUM MEMILIKI;1;239;JIWA;2022
272;15;JAMBI;1507;150707;AKTA LAHIR;BELUM MEMILIKI;1;147;JIWA;2022
273;15;JAMBI;1507;150701;AKTA LAHIR;BELUM MEMILIKI;1;231;JIWA;2022
274;15;JAMBI;1507;150702;AKTA LAHIR;BELUM MEMILIKI;1;295;JIWA;2022
275;15;JAMBI;1507;150704;AKTA LAHIR;BELUM MEMILIKI;1;154;JIWA;2022
276;15;JAMBI;1507;150705;AKTA LAHIR;BELUM MEMILIKI;1;188;JIWA;2022
277;15;JAMBI;1509;150912;AKTA LAHIR;BELUM MEMILIKI;1;458;JIWA;2022
278;15;JAMBI;1509;150904;AKTA LAHIR;BELUM MEMILIKI;1;387;JIWA;2022
279;15;JAMBI;1509;150908;AKTA LAHIR;BELUM MEMILIKI;1;77;JIWA;2022
280;15;JAMBI;1509;150907;AKTA LAHIR;BELUM MEMILIKI;1;123;JIWA;2022
